id,type,level,keyword,meaning,example_1,translation_1,example_2,translation_2,
1949,vocabulary,TOPIK II,동질화되다,to become homogenized,문화가 점점 동질화되고 있습니다,Cultures are gradually becoming homogenized,소비 패턴이 동질화됐어요,Consumption patterns became homogenized,
1950,vocabulary,TOPIK II,매체환경,media environment,매체환경이 빠르게 변하고 있습니다,The media environment is rapidly changing,디지털 매체환경에 적응해야 해요,We should adapt to the digital media environment,
1951,vocabulary,TOPIK II,모호성,ambiguity,표현의 모호성이 문제입니다,The ambiguity of the expression is a problem,모호성을 줄이기 위해 수정했어요,We revised it to reduce ambiguity,
1952,vocabulary,TOPIK II,묵시적합의,implicit agreement,참가자들 사이에 묵시적합의가 있었습니다,There was implicit agreement among participants,묵시적합의가 갈등을 줄였어요,Implicit agreement reduced conflict,
1953,vocabulary,TOPIK II,반복구조,repetitive structure,글의 반복구조가 특징적입니다,The repetitive structure of the writing is characteristic,반복구조를 활용한 표현입니다,It is an expression using repetitive structure,
1954,vocabulary,TOPIK II,발전양상,development pattern,도시 발전양상이 달라졌어요,The city's development pattern changed,사회 발전양상을 연구했습니다,We studied social development patterns,
1955,vocabulary,TOPIK II,배타성,exclusiveness,배타성이 강한 집단입니다,It is a highly exclusive group,사회적 배타성을 줄여야 합니다,We should reduce social exclusiveness,
1956,vocabulary,TOPIK II,변화속도,speed of change,기술 변화속도가 매우 빠릅니다,The speed of technological change is very fast,사회 변화속도를 따라가기 어려워요,It is difficult to keep up with the speed of social change,
1957,vocabulary,TOPIK II,보편윤리,universal ethics,보편윤리를 지켜야 합니다,We should follow universal ethics,보편윤리에 대한 논의가 이루어졌어요,A discussion about universal ethics took place,
1958,vocabulary,TOPIK II,부작용,side effect,정책의 부작용이 나타났습니다,The side effects of the policy appeared,기술 발전의 부작용을 우려하고 있어요,We are concerned about the side effects of technological development,
1959,vocabulary,TOPIK II,분석기준,analysis standard,새로운 분석기준이 필요합니다,New analysis standards are necessary,분석기준을 다시 설정했어요,We reset the analysis standards,
1960,vocabulary,TOPIK II,비판여론,critical public opinion,Critical public opinion increased,비판여론이 확산되고 있습니다,Critical public opinion is spreading,정부는 비판여론을 의식했어요,The government was aware of critical public opinion
1961,vocabulary,TOPIK II,사회통합,social integration,사회통합이 중요한 과제입니다,Social integration is an important task,다문화 사회의 사회통합을 논의했어요,We discussed social integration in multicultural society,
1962,vocabulary,TOPIK II,상징의미,symbolic meaning,깊은 상징의미를 담고 있습니다,It contains deep symbolic meaning,작품의 상징의미를 해석했어요,We interpreted the symbolic meaning of the work,
1963,vocabulary,TOPIK II,설득논리,logic of persuasion,설득논리가 부족합니다,The logic of persuasion is lacking,광고의 설득논리를 분석했어요,We analyzed the advertisement's persuasion logic,
1964,vocabulary,TOPIK II,수용가능하다,to be acceptable,사회적으로 수용가능한 수준입니다,It is socially acceptable,그 제안은 수용가능하지 않았어요,That proposal was not acceptable,
1965,vocabulary,TOPIK II,심리변화,psychological change,소비자의 심리변화를 연구합니다,We study consumers' psychological changes,사회적 사건 이후 심리변화가 나타났어요,Psychological changes appeared after the social event,
1966,vocabulary,TOPIK II,암묵적압력,implicit pressure,조직 내 암묵적압력이 존재합니다,Implicit pressure exists within the organization,암묵적압력 때문에 의견을 말하지 못했어요,I could not express my opinion due to implicit pressure,
1967,vocabulary,TOPIK II,양면구조,double structure,사회가 양면구조를 가지고 있습니다,Society has a double structure,경제의 양면구조를 분석했어요,We analyzed the double structure of the economy,
1968,vocabulary,TOPIK II,연쇄효과,chain effect,작은 변화가 연쇄효과를 일으켰어요,A small change caused a chain effect,정책의 연쇄효과를 예측했습니다,We predicted the chain effects of the policy,
1969,vocabulary,TOPIK II,왜곡인식,distorted perception,왜곡인식이 문제로 지적됐어요,Distorted perception was pointed out as a problem,미디어가 왜곡인식을 만들었습니다,The media created distorted perceptions,
1970,vocabulary,TOPIK II,유사문화,similar culture,두 나라에는 유사문화가 많습니다,The two countries have many similar cultures,유사문화를 비교해 보았어요,We compared similar cultures,
1971,vocabulary,TOPIK II,의사전달,communication/delivery of ideas,효율적인 의사전달이 중요합니다,Efficient communication is important,의사전달 과정에서 오해가 생겼어요,Misunderstanding arose during communication,
1972,vocabulary,TOPIK II,인지부조화,cognitive dissonance,인지부조화 현상이 나타났어요,A cognitive dissonance phenomenon appeared,광고가 소비자의 인지부조화를 유발했습니다,The advertisement caused consumers' cognitive dissonance,
1973,vocabulary,TOPIK II,재구조화,restructuring,산업 재구조화가 진행되고 있습니다,Industrial restructuring is in progress,조직 재구조화를 실시했어요,We carried out organizational restructuring,
1974,vocabulary,TOPIK II,전반적분위기,overall atmosphere,전반적분위기가 긍정적이었습니다,The overall atmosphere was positive,회의의 전반적분위기가 무거웠어요,The overall atmosphere of the meeting was heavy,
1975,vocabulary,TOPIK II,정서교류,emotional exchange,정서교류가 중요합니다,Emotional exchange is important,가족 간 정서교류가 부족해졌어요,Emotional exchange among family members decreased,
1976,vocabulary,TOPIK II,조정과정,coordination process,의견 조정과정이 복잡했습니다,The process of coordinating opinions was complicated,긴 조정과정을 거쳤어요,We went through a long coordination process,
1977,vocabulary,TOPIK II,중립성,neutrality,언론의 중립성이 중요합니다,The neutrality of the media is important,중립성을 유지하기 어려웠어요,It was difficult to maintain neutrality,
1978,vocabulary,TOPIK II,지배이념,dominant ideology,사회에는 지배이념이 존재합니다,A dominant ideology exists in society,지배이념을 비판하는 목소리가 커졌어요,Voices criticizing the dominant ideology grew,
1979,vocabulary,TOPIK II,파급현상,ripple phenomenon,작은 사건이 큰 파급현상을 일으켰어요,A small event caused a major ripple phenomenon,경제적 파급현상이 나타났습니다,Economic ripple phenomena appeared,
1980,vocabulary,TOPIK II,합리적사고,rational thinking,합리적사고가 필요합니다,Rational thinking is necessary,감정보다 합리적사고를 우선해야 해요,We should prioritize rational thinking over emotions,
1981,vocabulary,TOPIK II,가변적,variable/flexible,상황이 매우 가변적입니다,The situation is highly variable,가변적인 환경에 적응해야 해요,We should adapt to variable environments,
1982,vocabulary,TOPIK II,가시적,visible,가시적인 성과가 나타났어요,Visible results appeared,문제가 가시적으로 드러났습니다,The problem became visibly apparent,
1983,vocabulary,TOPIK II,간접경험,indirect experience,책을 통해 간접경험을 할 수 있습니다,We can gain indirect experience through books,여행 프로그램이 간접경험을 제공합니다,Travel programs provide indirect experiences,
1984,vocabulary,TOPIK II,감정표현,emotional expression,감정표현이 풍부한 사람입니다,He is a person with rich emotional expression,감정표현 방식이 문화마다 달라요,Ways of emotional expression differ by culture,
1985,vocabulary,TOPIK II,개인주의적,individualistic,개인주의적인 가치관이 확산되고 있습니다,Individualistic values are spreading,그는 개인주의적인 성향이 강해요,He has strong individualistic tendencies,
1986,vocabulary,TOPIK II,거시분석,macro analysis,경제 거시분석이 필요합니다,Macroeconomic analysis is necessary,시장의 거시분석을 진행했어요,We conducted a macro analysis of the market,
1987,vocabulary,TOPIK II,경쟁체제,competitive system,경쟁체제가 강화되고 있습니다,The competitive system is strengthening,교육 경쟁체제에 대한 비판이 있었어요,There was criticism of the competitive education system,
1988,vocabulary,TOPIK II,고정화되다,to become fixed,이미지가 고정화됐어요,The image became fixed,편견이 사회에 고정화되었습니다,Prejudice became fixed in society,
1989,vocabulary,TOPIK II,공공성,publicity/public nature,공공성을 고려해야 합니다,We should consider the public nature,언론의 공공성이 중요해요,The public role of the media is important,
